,Category,tweet,polarity,analysis
1655,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",0.4681818181818182,Positive
1656,ham,At 7 we will go ok na.,0.5,Positive
1657,ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),0.25,Positive
1658,ham,S:-)if we have one good partnership going we will take lead:),0.6,Positive
1659,spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,0.0,Neutral
1660,ham,"Yeah, where's your class at?",0.0,Neutral
1661,ham,No just send to you. Bec you in temple na.,0.0,Neutral
1662,ham,"You aren't coming home between class, right? I need to work out and shower!",0.3571428571428571,Positive
1663,spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,0.23750000000000002,Positive
1664,ham,S but mostly not like that.,-0.25,Negative
1665,ham,Ü v ma fan...,0.0,Neutral
1666,ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,-0.3,Negative
1667,ham,Guess who spent all last night phasing in and out of the fourth dimension,-0.03333333333333333,Negative
1668,ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,-0.6,Negative
1669,ham,"Yes..but they said its IT.,",0.0,Neutral
1670,ham,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",0.24166666666666667,Positive
1671,ham,Lmao!nice 1,0.0,Neutral
1672,ham,Glad to see your reply.,0.5,Positive
1673,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,0.0,Neutral
1674,spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,0.0,Neutral
1675,ham,Nah dub but je still buff,0.0,Neutral
1676,ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",0.28,Positive
1677,ham,"Yeah, that's fine! It's £6 to get in, is that ok?",0.5104166666666667,Positive
1678,ham,Lol where do u come up with these ideas?,0.8,Positive
1679,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0.17204081632653062,Positive
1680,ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",0.25,Positive
1681,ham,Okay... We wait ah,0.5,Positive
1682,ham,Y lei?,0.0,Neutral
1683,ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,0.11499999999999999,Positive
1684,ham,Already am squatting is the new way of walking,0.13636363636363635,Positive
1685,ham,Do you want bold 2 or bb torch,0.3333333333333333,Positive
1686,ham,Cramps stopped. Going back to sleep,0.0,Neutral
1687,spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,0.0,Neutral
1688,spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,0.45,Positive
1689,ham,Nan sonathaya soladha. Why boss?,0.0,Neutral
1690,ham,Bring tat cd don forget,0.0,Neutral
1691,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,0.65,Positive
1692,ham,I don't know but I'm raping dudes at poker,0.0,Neutral
1693,ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,-0.024999999999999994,Negative
1694,ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0.0,Neutral
1695,ham,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?,0.125,Positive
1696,ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,0.5,Positive
1697,ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",-0.016666666666666663,Negative
1698,ham,Hai priya are you right. What doctor said pa. Where are you.,0.2857142857142857,Positive
1699,spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",0.13333333333333333,Positive
1700,ham,Ok...,0.5,Positive
1701,ham,Please ask mummy to call father,0.0,Neutral
1702,ham,Can come my room but cannot come my house cos my house still messy... Haha...,0.0,Neutral
1703,ham,I have lost 10 kilos as of today!,0.0,Neutral
1704,ham,Just taste fish curry :-P,0.75,Positive
1705,ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,0.0,Neutral
1706,ham,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,0.0,Neutral
1707,ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,0.0,Neutral
1708,ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.,0.0,Neutral
1709,ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",0.0,Neutral
1710,ham,U meet other fren dun wan meet me ah... Muz b a guy rite...,-0.1625,Negative
1711,ham,"(No promises on when though, haven't even gotten dinner yet)",0.0,Neutral
1712,ham,I got your back! Do you have any dislikes in bed?,0.0,Neutral
1713,ham,o turns out i had stereo love on mi phone under the unknown album.,0.2,Positive
1714,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,0.1103030303030303,Positive
1715,ham,Yeah I don't see why not,0.0,Neutral
1716,ham,Asking do u knw them or nt? May be ur frnds or classmates?,0.0,Neutral
1717,ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",0.125,Positive
1718,spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,0.30833333333333335,Positive
1719,ham,"As in missionary hook up, doggy hook up, standing...|",0.0,Neutral
1720,ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,0.5,Positive
1721,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0.6777777777777777,Positive
1722,ham,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,0.2833333333333334,Positive
1723,ham,Thought praps you meant another one. Goodo! I'll look tomorrow,0.0,Neutral
1724,ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",0.08333333333333333,Positive
1725,ham,There bold 2  &lt;#&gt; . Is that yours,0.3333333333333333,Positive
1726,ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,0.0,Neutral
1727,ham,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,-0.19444444444444448,Negative
1728,ham,I went to project centre,0.0,Neutral
1729,ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0.0,Neutral
1730,ham,Lol yeah at this point I guess not,0.8,Positive
1731,ham,Doing project w frens lor.,0.0,Neutral
1732,ham,Lol. Well quality aint bad at all so i aint complaining,0.0500000000000001,Positive
1733,ham,"K, can that happen tonight?",0.0,Neutral
1734,spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",0.0,Neutral
1735,ham,"I think we're going to finn's now, come",0.0,Neutral
1736,ham,Why tired what special there you had,-0.021428571428571436,Negative
1737,ham,I will come tomorrow di,0.0,Neutral
1738,ham,I cant pick the phone right now. Pls send a message,0.2857142857142857,Positive
1739,ham,K go and sleep well. Take rest:-).,0.5,Positive
1740,ham,U guys never invite me anywhere :(,-0.75,Negative
1741,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,0.13636363636363635,Positive
1742,ham,I can do that! I want to please you both inside and outside the bedroom...,0.0,Neutral
1743,ham,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,0.30000000000000004,Positive
1744,ham,I love to wine and dine my lady!,0.625,Positive
1745,spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,0.0,Neutral
1746,ham,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",0.19583333333333333,Positive
1747,ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,0.0,Neutral
1748,ham,I think u have the wrong number.,-0.5,Negative
1749,ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),0.43333333333333335,Positive
1750,ham,DO NOT B LATE LOVE MUM,0.325,Positive
1751,ham,Got it..mail panren paru..,0.0,Neutral
1752,ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,-0.12222222222222223,Negative
1753,ham,Give one miss from that number please,0.0,Neutral
1754,ham,Jus came back fr lunch wif my sis only. U leh?,0.0,Neutral
1755,ham,How is your schedule next week? I am out of town this weekend.,0.0,Neutral
1756,ham,Really good:)dhanush rocks once again:),0.35,Positive
1757,ham,Lmao ok I wont be needing u to do my hair anymore.,0.55,Positive
1758,ham,"Miss ya, need ya, want ya, love ya.",0.5,Positive
1759,ham,Sorry i'm not free...,-0.35,Negative
1760,ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,0.0,Neutral
1761,ham,Nt yet chikku..simple habba..hw abt u?,0.0,Neutral
1762,ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",-0.16666666666666666,Negative
1763,ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,0.43,Positive
1764,ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,0.8,Positive
1765,spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,0.06818181818181818,Positive
1766,ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,0.0,Neutral
1767,spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,0.6000000000000001,Positive
1768,ham,"K, want us to come by now?",0.0,Neutral
1769,ham,How. Its a little difficult but its a simple way to enter this place,-0.22916666666666666,Negative
1770,ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,0.0,Neutral
1771,ham,Dont show yourself. How far. Put new pictures up on facebook.,0.11818181818181818,Positive
1772,ham,Watching tv now. I got new job :),0.3181818181818182,Positive
1773,ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",0.5819444444444445,Positive
1774,ham,"I'm not coming over, do whatever you want",0.0,Neutral
1775,ham,"Its ok chikku, and its my 1 of favourite song..:-)",0.5,Positive
1776,ham,Did u see what I posted on your Facebook?,0.0,Neutral
1777,spam,Call FREEPHONE 0800 542 0578 now!,0.0,Neutral
1778,spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,0.2,Positive
1779,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0.3,Positive
1780,spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",0.25833333333333336,Positive
1781,spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,0.0,Neutral
1782,ham,";-( oh well, c u later",0.0,Neutral
1783,ham,My uncles in Atlanta. Wish you guys a great semester.,0.8,Positive
1784,ham,No dear i do have free messages without any recharge. Hi hi hi,0.4,Positive
1785,ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0.5,Positive
1786,ham,I dun believe u. I thk u told him.,0.0,Neutral
1787,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",0.625,Positive
1788,ham,Yes:)sura in sun tv.:)lol.,0.0,Neutral
1789,ham,Arun can u transfr me d amt,0.0,Neutral
1790,ham,Takin a shower now but yeah I'll leave when I'm done,0.0,Neutral
1791,ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,0.3,Positive
1792,ham,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,-0.5,Negative
1793,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",0.6,Positive
1794,ham,You bad girl. I can still remember them,-0.6999999999999998,Negative
1795,ham,How much i gave to you. Morning.,0.2,Positive
1796,ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",0.0,Neutral
1797,ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",0.0,Neutral
1798,ham,Can i get your opinion on something first?,0.25,Positive
1799,ham,That one week leave i put know that time. Why.,0.0,Neutral
1800,ham,"If we hit it off, you can move in with me :)",0.5,Positive
1801,ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,0.5,Positive
1802,ham,I wanna watch that movie,0.0,Neutral
1803,ham,Ok lor thanx... Ü in school?,0.5,Positive
1804,ham,I'm in class. Did you get my text.,0.0,Neutral
1805,ham,The bus leaves at  &lt;#&gt;,0.0,Neutral
1806,ham,God bless.get good sleep my dear...i will pray!,0.875,Positive
1807,spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,0.0,Neutral
1808,ham,Do have a nice day today. I love you so dearly.,0.55,Positive
1809,ham,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,0.5,Positive
1810,ham,"Aight, I'll ask a few of my roommates",-0.2,Negative
1811,ham,"Now, whats your house # again ? And do you have any beer there ?",0.0,Neutral
1812,ham,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,-0.2,Negative
1813,ham,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,-0.5,Negative
1814,ham,Yes we are chatting too.,0.0,Neutral
1815,ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,0.0,Neutral
1816,ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,0.0,Neutral
1817,ham,Are you going to write ccna exam this week??,0.0,Neutral
1818,ham,Well i will watch shrek in 3D!!B),0.0,Neutral
1819,ham,Am i that much dirty fellow?,-0.6,Negative
1820,ham,Dunno dat's wat he told me. Ok lor...,0.5,Positive
1821,ham,I'll probably be by tomorrow (or even later tonight if something's going on),0.0,Neutral
1822,ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,-0.4,Negative
1823,ham,If you're thinking of lifting me one then no.,0.0,Neutral
1824,ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,-0.1,Negative
1825,ham,Sent me ur email id soon,0.0,Neutral
1826,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,1.0,Positive
1827,ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",0.47000000000000003,Positive
1828,ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,0.7,Positive
1829,ham,May i call You later Pls,0.0,Neutral
1830,spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",0.09375,Positive
1831,ham,That's the way you should stay oh.,0.0,Neutral
1832,ham,Hello- thanx for taking that call. I got a job! Starts on monday!,0.0,Neutral
1833,ham,What time is ur flight tmr?,0.0,Neutral
1834,ham,When should I come over?,0.0,Neutral
1835,ham,I have a rather prominent bite mark on my right cheek,0.39285714285714285,Positive
1836,ham,* Will be september by then!,0.0,Neutral
1837,ham,Are you wet right now?,0.09285714285714285,Positive
1838,ham,And how's your husband.,0.0,Neutral
1839,spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",0.0,Neutral
1840,ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,0.625,Positive
1841,ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,0.07777777777777778,Positive
1842,ham,I am in your office na.,0.0,Neutral
1843,ham,Are you comingdown later?,0.0,Neutral
1844,ham,Super da:)good replacement for murali,0.3333333333333333,Positive
1845,ham,Da is good good player.why he is unsold.,0.7,Positive
1846,ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,0.0,Neutral
1847,ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,0.0,Neutral
1848,spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",0.4000000000000001,Positive
1849,ham,I dont want to hear philosophy. Just say what happen,0.0,Neutral
1850,ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,0.0,Neutral
1851,ham,Then cant get da laptop? My matric card wif ü lei...,0.0,Neutral
1852,ham,Dunno da next show aft 6 is 850. Toa payoh got 650.,0.0,Neutral
1853,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",0.18055555555555558,Positive
1854,ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,-0.3125,Negative
1855,ham,They did't play one day last year know even though they have very good team.. Like india.,0.45499999999999996,Positive
1856,ham,K.:)you are the only girl waiting in reception ah?,0.0,Neutral
1857,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0.1392857142857143,Positive
1858,ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,-0.43333333333333335,Negative
1859,ham,"Sir, i am waiting for your call.",0.0,Neutral
1860,ham,What's up. Do you want me to come online?,0.0,Neutral
1861,ham,"It could work, we'll reach a consensus at the next meeting",0.0,Neutral
1862,ham,Aiyah then i wait lor. Then u entertain me. Hee...,0.0,Neutral
1863,ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",0.06969696969696972,Positive
1864,ham,I'll let you know when it kicks in,0.0,Neutral
1865,ham,You call him now ok i said call him,0.5,Positive
1866,ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,0.4,Positive
1867,ham,Or ü go buy wif him then i meet ü later can?,0.0,Neutral
1868,ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,-0.20000000000000004,Negative
1869,ham,Today my system sh get ready.all is well and i am also in the deep well,0.0,Neutral
1870,ham,Mom wants to know where you at,0.2,Positive
1871,ham,"Aight, I'll text you when I'm back",0.0,Neutral
1872,ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,0.0,Neutral
1873,ham,Oh ok i didnt know what you meant. Yep i am baby jontin,0.5,Positive
1874,spam,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,0.0,Neutral
1875,spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,0.1875,Positive
1876,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,0.44970238095238096,Positive
1877,ham,Watching tv now. I got new job :),0.3181818181818182,Positive
1878,ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!,0.0,Neutral
1879,ham,I AM AT A PARTY WITH ALEX NICHOLS,0.0,Neutral
1880,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,-0.4,Negative
1881,ham,Just seeing your missed call my dear brother. Do have a gr8 day.,0.0,Neutral
1882,ham,Ok.. Ü finishing soon?,0.0,Neutral
1883,ham,"Sorry, I can't help you on this.",-0.5,Negative
1884,ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",-0.675,Negative
1885,ham,I love your ass! Do you enjoy doggy style? :),0.5083333333333333,Positive
1886,ham,I think asking for a gym is the excuse for lazy people. I jog.,-0.15,Negative
1887,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,0.0,Neutral
1888,spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,0.3,Positive
1889,ham,No. On the way home. So if not for the long dry spell the season would have been over,-0.05833333333333333,Negative
1890,ham,I gotta collect da car at 6 lei.,0.0,Neutral
1891,ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,0.20833333333333334,Positive
1892,ham,Probably earlier than that if the station's where I think it is,0.0,Neutral
1893,spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,-0.06058441558441559,Negative
1894,ham,Good Morning plz call me sir,0.7,Positive
1895,spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",-0.3,Negative
1896,ham,"Uh, heads up we don't have THAT much left",0.0,Neutral
1897,ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,0.3,Positive
1898,ham,"Aight, sounds good. When do you want me to come down?",0.2722222222222222,Positive
1899,ham,Wat would u like 4 ur birthday?,0.0,Neutral
1900,ham,I love working from home :),0.5,Positive
1901,ham,And miss vday the parachute and double coins??? U must not know me very well...,0.1,Positive
1902,ham,"Sorry, I'll call later",-0.25,Negative
1903,ham,My sister got placed in birla soft da:-),0.3,Positive
1904,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,0.6000000000000001,Positive
1905,ham,Wah... Okie okie... Muz make use of e unlimited... Haha...,0.2,Positive
1906,ham,"There're some people by mu, I'm at the table by lambda",0.0,Neutral
1907,ham,And stop being an old man. You get to build snowman snow angels and snowball fights.,0.1,Positive
1908,ham,ELLO BABE U OK?,0.5,Positive
1909,ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u,0.675,Positive
1910,ham,Then u going ikea str aft dat?,0.0,Neutral
1911,ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,0.0,Neutral
1912,ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,0.050000000000000044,Positive
1913,ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,0.03333333333333335,Positive
1914,ham,You want to go?,0.0,Neutral
1915,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,0.2681818181818182,Positive
1916,ham,Its not that time of the month nor mid of the time?,0.0,Neutral
1917,ham,Fffff. Can you text kadeem or are you too far gone,0.1,Positive
1918,ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,0.5,Positive
1919,ham,Is fujitsu s series lifebook good?,0.7,Positive
1920,ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,-0.04999999999999999,Negative
1921,ham,Dont know you bring some food,0.0,Neutral
1922,ham,No current and food here. I am alone also,0.0,Neutral
1923,ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,0.0,Neutral
1924,ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,0.5,Positive
1925,ham,Ok,0.5,Positive
1926,ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,0.0,Neutral
1927,ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",0.33482142857142855,Positive
1928,ham,Omg it could snow here tonite!,0.0,Neutral
1929,spam,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,-0.0625,Negative
1930,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,0.6000000000000001,Positive
1931,ham,Carry on not disturbing both of you,0.25,Positive
1932,ham,What pa tell me.. I went to bath:-),0.5,Positive
1933,ham,Jus finished avatar nigro,0.0,Neutral
1934,ham,R u over scratching it?,0.0,Neutral
1935,ham,Hope you are having a great day.,0.8,Positive
1936,ham,Did either of you have any idea's? Do you know of anyplaces doing something?,0.0,Neutral
1937,ham,"My planning usually stops at ""find hella weed, smoke hella weed""",-0.25,Negative
1938,ham,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",0.0,Neutral
1939,ham,Excellent! Are you ready to moan and scream in ecstasy?,0.6,Positive
